Date,Adj Close,Close,High,Low,Open,Volume,MA20,MA50,Daily Return,Signal,Position,Action,Market Return,Strategy Return,Portfolio Value,Buy Hold Value
2025-01-01,3851.036376953125,4112.4501953125,4134.0,4085.449951171875,4094.39990234375,763161,,,0.0,0,0.0,HOLD,0.0,0.0,100000.0,100000.0
2025-01-02,3910.3125,4175.75,4183.0,4096.9501953125,4120.0,1720835,,,0.015392236180671759,0,0.0,HOLD,0.015392236180671759,0.0,100000.0,101539.22361806718
2025-01-03,3839.283935546875,4099.89990234375,4179.9501953125,4092.300048828125,4179.9501953125,1791953,,,-0.018164424991019557,0,0.0,HOLD,-0.018164424991019557,-0.0,100000.0,99694.82200701043
2025-01-06,3834.695556640625,4095.0,4149.64990234375,4066.39990234375,4105.5,2085593,,,-0.0011951273105348381,0,0.0,HOLD,-0.0011951273105348381,-0.0,100000.0,99575.67400251093
2025-01-07,3772.2353515625,4028.300048828125,4140.35009765625,4011.550048828125,4114.9501953125,2669054,,,-0.016288144364316248,0,0.0,HOLD,-0.016288144364316248,-0.0,100000.0,97953.77104918395
2025-01-08,3847.2431640625,4108.39990234375,4126.0,4017.75,4034.89990234375,2181277,,,0.01988428184214497,0,0.0,HOLD,0.01988428184214497,0.0,100000.0,99901.51144022687
2025-01-09,3782.11474609375,4038.85009765625,4137.75,4025.300048828125,4101.0,2392472,,,-0.016928684242209058,0,0.0,HOLD,-0.016928684242209058,-0.0,100000.0,98210.31029773582
2025-01-10,3994.497802734375,4265.64990234375,4297.0,4170.0,4200.0,7894300,,,0.056154548746216726,0,0.0,HOLD,0.056154548746216726,0.0,100000.0,103725.2659547311
2025-01-13,4018.330322265625,4291.10009765625,4322.9501953125,4227.39990234375,4245.0,4003771,,,0.005966311323045259,0,0.0,HOLD,0.005966311323045259,0.0,100000.0,104344.12318348269
2025-01-14,3963.969970703125,4233.0498046875,4313.89990234375,4219.0498046875,4302.0,3441709,,,-0.013528067779275621,0,0.0,HOLD,-0.013528067779275621,-0.0,100000.0,102932.54881268746
2025-01-15,3979.46826171875,4249.60009765625,4256.4501953125,4207.4501953125,4218.0,1653474,,,0.003909779882680153,0,0.0,HOLD,0.003909779882680153,0.0,100000.0,103334.99242130828
2025-01-16,3938.920166015625,4206.2998046875,4294.0,4191.85009765625,4260.0,2637705,,,-0.010189262983270164,0,0.0,HOLD,-0.010189262983270164,-0.0,100000.0,102282.08500815334
2025-01-17,3933.1982421875,4124.2998046875,4160.60009765625,4100.0498046875,4159.89990234375,1761466,,,-0.01949456857749876,0,0.0,HOLD,-0.01949456857749876,-0.0,100000.0,100288.13988771234
2025-01-20,3888.85302734375,4077.800048828125,4145.7998046875,4068.10009765625,4145.7998046875,1287799,,,-0.011274581883335744,0,0.0,HOLD,-0.011274581883335744,-0.0,100000.0,99157.4330426209
2025-01-21,3848.846923828125,4035.85009765625,4111.0,4030.0,4095.300048828125,1971591,,,-0.010287397780558316,0,0.0,HOLD,-0.010287397780558316,-0.0,100000.0,98137.36108601239
2025-01-22,3964.001708984375,4156.60009765625,4163.14990234375,4044.199951171875,4050.0,2409223,,,0.029919347120975548,0,0.0,HOLD,0.029919347120975548,0.0,100000.0,101073.56685788132
2025-01-23,3953.368408203125,4145.4501953125,4191.35009765625,4140.0498046875,4168.0,1822998,,,-0.0026824573165066257,0,0.0,HOLD,-0.0026824573165066257,-0.0,100000.0,100802.44132895797
2025-01-24,3959.94921875,4152.35009765625,4178.0,4104.0,4104.0,1910099,,,0.0016644518734183489,0,0.0,HOLD,0.0016644518734183489,0.0,100000.0,100970.22214127309
2025-01-27,3876.7890625,4065.14990234375,4156.35009765625,4041.050048828125,4102.0,1551782,,,-0.021000203080592694,0,0.0,HOLD,-0.021000203080592694,-0.0,100000.0,98849.8269712138
2025-01-28,3853.091064453125,4040.300048828125,4102.0,4028.300048828125,4070.800048828125,2468272,4135.107507324219,,-0.006112899674695416,0,0.0,HOLD,-0.006112899674695416,-0.0,100000.0,98245.56789607777
2025-01-29,3909.83349609375,4099.7998046875,4107.85009765625,4054.0,4054.0,1217089,4134.474987792969,,0.014726568606366897,0,0.0,HOLD,0.014726568606366897,0.0,100000.0,99692.38799197083
2025-01-30,3910.07177734375,4100.0498046875,4129.89990234375,4058.5,4099.89990234375,1531251,4130.689978027343,,6.09785872260904e-05,0,0.0,HOLD,6.09785872260904e-05,0.0,100000.0,99698.46709294777
2025-01-31,3921.849853515625,4112.39990234375,4128.4501953125,4085.25,4110.0,1492943,4131.314978027343,,0.0030121823501096934,0,0.0,HOLD,0.0030121823501096934,0.0,100000.0,99998.77705585814
2025-02-01,3884.41845703125,4073.14990234375,4135.89990234375,4056.0,4113.0,437172,4130.222473144531,,-0.009544305255340224,0,0.0,HOLD,-0.009544305255340224,-0.0,100000.0,99044.35820247632
2025-02-03,3880.126953125,4068.64990234375,4077.0,3998.699951171875,4030.89990234375,1265713,4132.239965820312,,-0.0011047960688632674,0,0.0,HOLD,-0.0011047960688632674,-0.0,100000.0,98934.93438489114
2025-02-04,3916.747802734375,4107.0498046875,4118.85009765625,4066.050048828125,4083.699951171875,2547132,4132.1724609375,,0.009437996206463906,0,0.0,HOLD,0.009437996206463906,0.0,100000.0,99868.6819203025
2025-02-05,3901.536865234375,4091.10009765625,4150.0,4076.0,4150.0,1693912,4134.7849609375,,-0.0038834949147794617,0,0.0,HOLD,-0.0038834949147794617,-0.0,100000.0,99480.84240191926
2025-02-06,3893.57373046875,4082.75,4139.5,4051.550048828125,4105.39990234375,2284536,4125.639965820313,,-0.0020410396853974833,0,0.0,HOLD,-0.0020410396853974833,-0.0,100000.0,99277.79805464018
2025-02-07,3842.69580078125,4029.39990234375,4090.0,4008.0,4090.0,1548940,4112.554956054688,,-0.013067196780662593,0,0.0,HOLD,-0.013067196780662593,-0.0,100000.0,97980.51553150931
2025-02-10,3849.89599609375,4036.949951171875,4052.0,4014.35009765625,4040.0,1339511,4102.749963378907,,0.0018737402618522747,0,0.0,HOLD,0.0018737402618522747,0.0,100000.0,98164.10556833775
2025-02-11,3779.89697265625,3963.550048828125,4040.0,3955.0,4018.39990234375,1810908,4088.4474609375,,-0.018182019403644833,0,0.0,HOLD,-0.018182019403644833,-0.0,100000.0,96379.28389615279
2025-02-12,3767.117919921875,3950.14990234375,4021.75,3940.14990234375,3971.10009765625,1678002,4075.6399658203127,,-0.003380844525562865,0,0.0,HOLD,-0.003380844525562865,-0.0,100000.0,96053.44052181482
2025-02-13,3728.97119140625,3910.14990234375,3984.449951171875,3902.25,3968.0,2277310,4064.932470703125,,-0.010126197989667851,0,0.0,HOLD,-0.010126197989667851,-0.0,100000.0,95080.78436550214
2025-02-14,3752.526611328125,3934.85009765625,3948.0,3900.0,3925.0,1681975,4057.7849731445312,,0.006316943321711177,0,0.0,HOLD,0.006316943321711177,0.0,100000.0,95681.40429132286
2025-02-17,3723.5830078125,3904.5,3934.0,3856.199951171875,3856.5,1799806,4051.2174682617188,,-0.007713152192081685,0,0.0,HOLD,-0.007713152192081685,-0.0,100000.0,94943.39905807178
2025-02-18,3693.7333984375,3873.199951171875,3924.39990234375,3864.5,3898.39990234375,2149879,4037.0474609375,,-0.008016403848924325,0,0.0,HOLD,-0.008016403848924325,-0.0,100000.0,94182.2944284327
2025-02-19,3608.76220703125,3784.10009765625,3874.949951171875,3768.14990234375,3872.199951171875,4366672,4018.9799560546876,,-0.02300419669494913,0,0.0,HOLD,-0.02300419669494913,-0.0,100000.0,92015.70640221942
2025-02-20,3604.279541015625,3779.39990234375,3788.0,3751.300048828125,3761.5,2888572,4000.3324462890623,,-0.0012420906400999465,0,0.0,HOLD,-0.0012420906400999465,-0.0,100000.0,91901.41455455504
2025-02-21,3610.57373046875,3786.0,3817.0,3775.0,3776.10009765625,1833931,3986.374951171875,,0.0017463348221384845,0,0.0,HOLD,0.0017463348221384845,0.0,100000.0,92061.90519499544
2025-02-24,3505.289306640625,3675.60009765625,3763.199951171875,3670.0,3743.14990234375,2508516,3968.1399536132812,,-0.02916003759739827,0,0.0,HOLD,-0.02916003759739827,-0.0,100000.0,89377.37657822126
2025-02-25,3461.373046875,3629.550048828125,3658.0,3621.25,3625.0,4101954,3944.6274658203124,,-0.012528579716136412,0,0.0,HOLD,-0.012528579716136412,-0.0,100000.0,88257.60499094188
2025-02-27,3445.16064453125,3612.550048828125,3638.0,3600.699951171875,3611.699951171875,3823856,3920.252478027344,,-0.0046837761626923324,0,0.0,HOLD,-0.0046837761626923324,-0.0,100000.0,87844.22612450899
2025-02-28,3321.851806640625,3483.25,3600.0,3457.0,3584.949951171875,7085018,3888.7949829101562,,-0.03579190518621844,0,0.0,HOLD,-0.03579190518621844,-0.0,100000.0,84700.11391190383
2025-03-03,3331.197509765625,3493.050048828125,3523.25,3476.14990234375,3485.0,4990439,3859.789990234375,,0.0028134784549271874,0,0.0,HOLD,0.0028134784549271874,0.0,100000.0,84938.41585752486
2025-03-04,3368.390869140625,3532.050048828125,3551.0,3464.300048828125,3474.0,2797737,3832.959997558594,,0.011165027541785166,0,0.0,HOLD,0.011165027541785166,0.0,100000.0,85886.75560992972
2025-03-05,3382.695556640625,3547.050048828125,3600.35009765625,3520.85009765625,3520.85009765625,2501894,3804.960009765625,,0.004246825439230939,0,0.0,HOLD,0.004246825439230939,0.0,100000.0,86251.50166854697
2025-03-06,3434.718017578125,3601.60009765625,3609.449951171875,3536.10009765625,3557.0,2786513,3780.485009765625,,0.015378990450430008,0,0.0,HOLD,0.015378990450430008,0.0,100000.0,87577.9626890428
2025-03-07,3443.873046875,3611.199951171875,3625.0,3574.39990234375,3600.0,2051315,3756.907507324219,,0.0026654412636961666,0,0.0,HOLD,0.0026654412636961666,0.0,100000.0,87811.39660458462
2025-03-10,3423.322021484375,3589.64990234375,3622.10009765625,3582.60009765625,3606.5,1004626,3734.9200073242187,,-0.005967559016257673,0,0.0,HOLD,-0.005967559016257673,-0.0,100000.0,87287.37691304676
2025-03-11,3409.636962890625,3575.300048828125,3588.75,3537.64990234375,3558.0,1995450,3711.837512207031,3954.8039892578126,-0.003997563524580916,-1,0.0,SELL,-0.003997563524580916,-0.0,100000.0,86938.44007894282
2025-03-12,3343.73876953125,3506.199951171875,3569.25,3486.85009765625,3565.0,3174167,3688.970007324219,3942.678984375,-0.019327076528555698,-1,-1.0,SELL,-0.019327076528555698,0.019327076528555698,101932.70765285556,85258.17419426383
2025-03-13,3348.36376953125,3511.050048828125,3524.300048828125,3484.10009765625,3502.300048828125,1693004,3667.0150146484375,3929.3849853515626,0.0013832918041736253,-1,-1.0,SELL,0.0013832918041736253,-0.0013832918041736253,101791.70497378214,85376.11112786557
2025-03-17,3335.63232421875,3497.699951171875,3530.449951171875,3477.35009765625,3489.0,2690906,3646.3925170898438,3917.340986328125,-0.0038023091299156375,-1,-1.0,SELL,-0.0038023091299156375,0.0038023091299156375,102178.74850295363,85051.4847610474
2025-03-18,3335.63232421875,3497.699951171875,3497.699951171875,3497.699951171875,3497.699951171875,0,3624.535009765625,3905.3949853515624,0.0,-1,-1.0,SELL,0.0,-0.0,102178.74850295363,85051.4847610474
2025-03-19,3335.060302734375,3497.10009765625,3547.0,3462.75,3547.0,3051244,3604.1650146484376,3894.770986328125,-0.00017149942076188918,-1,-1.0,SELL,-0.00017149942076188918,0.00017149942076188918,102196.27209913607,85036.89848067595
2025-03-20,3398.049560546875,3563.14990234375,3578.949951171875,3512.0,3512.0,2845192,3588.6625122070313,3883.865986328125,0.018887021487250744,-1,-1.0,SELL,0.018887021487250744,-0.018887021487250744,100266.08891208275,86642.99220948963
2025-03-21,3412.30712890625,3578.10009765625,3616.25,3465.0,3475.0,4161925,3578.362512207031,3874.650986328125,0.004195780621709444,-1,-1.0,SELL,0.004195780621709444,-0.004195780621709444,99845.39439921084,87006.52719720913
2025-03-24,3460.80078125,3628.949951171875,3649.75,3566.60009765625,3600.0,1834751,3570.8400146484373,3861.9169873046876,0.014211411678765717,-1,-1.0,SELL,0.014211411678765717,-0.014211411678765717,98426.45039517492,88243.01277394839
2025-03-25,3488.266357421875,3657.75,3710.0,3638.0,3645.0,3135390,3564.4275146484374,3849.2499853515624,0.007936193448693007,-1,-1.0,SELL,0.007936193448693007,-0.007936193448693007,97645.31904437063,88943.32639381793
2025-03-26,3467.333251953125,3635.800048828125,3680.5,3625.85009765625,3647.75,1734499,3562.4375122070314,3837.304990234375,-0.006000943523169933,-1,-1.0,SELL,-0.006000943523169933,0.006000943523169933,98231.28308925782,88409.58251536576
2025-03-27,3482.019775390625,3651.199951171875,3663.0,3610.5,3614.85009765625,2528474,3563.5200073242186,3825.3369873046877,0.004235629610245928,-1,-1.0,SELL,0.004235629610245928,-0.004235629610245928,97815.21175795251,88784.05276089732
2025-03-28,3439.05712890625,3606.14990234375,3660.949951171875,3591.89990234375,3651.0,2051919,3563.2,3813.3339892578124,-0.012338422828272133,-1,-1.0,SELL,-0.012338422828272133,0.012338422828272133,99022.0971996591,87688.59757752575
2025-04-01,3386.27197265625,3550.800048828125,3584.0,3525.0,3572.699951171875,2618493,3566.577502441406,3801.863994140625,-0.015348738963860464,-1,-1.0,SELL,-0.015348738963860464,0.015348738963860464,100541.9615212307,86342.6881832013
2025-04-02,3379.7392578125,3543.949951171875,3564.10009765625,3530.050048828125,3544.0,1764313,3569.1224975585938,3791.1869921875,-0.0019291702044756942,-1,-1.0,SELL,-0.0019291702044756942,0.0019291702044756942,100735.924077697,86176.11844178394
2025-04-03,3245.463134765625,3403.14990234375,3502.0,3396.14990234375,3491.0,4537821,3562.677490234375,3778.53298828125,-0.039729694484417544,-1,-1.0,SELL,-0.039729694484417544,0.039729694484417544,104738.13156490936,82752.36758423888
2025-04-04,3146.520751953125,3299.39990234375,3399.64990234375,3295.5,3362.60009765625,5317367,3550.2949829101562,3761.388984375,-0.030486461947664245,-1,-1.0,SELL,-0.030486461947664245,0.030486461947664245,107931.22662733243,80229.54067880285
2025-04-07,3122.34521484375,3274.050048828125,3291.39990234375,3056.050048828125,3100.0,6623955,3533.91748046875,3743.9609814453124,-0.007683170960154806,-1,-1.0,SELL,-0.007683170960154806,0.007683170960154806,108760.48069344944,79613.12340171292
2025-04-08,3140.369384765625,3292.949951171875,3349.0,3255.300048828125,3302.050048828125,5557558,3518.00498046875,3726.772978515625,0.005772636967023459,-1,-1.0,SELL,0.005772636967023459,-0.005772636967023459,108132.64592204719,80072.70106092184
2025-04-09,3096.167236328125,3246.60009765625,3270.0,3212.050048828125,3260.550048828125,2990265,3500.852490234375,3710.401982421875,-0.014075480709668908,-1,-1.0,SELL,-0.014075480709668908,0.014075480709668908,109654.66489380844,78945.63930176776
2025-04-11,3081.7666015625,3231.5,3298.949951171875,3206.0,3289.550048828125,7108961,3483.662487792969,3694.2259814453123,-0.004651049467765067,-1,-1.0,SELL,-0.004651049467765067,0.004651049467765067,110164.67416460074,78578.45922811089
2025-04-15,3097.69287109375,3248.199951171875,3314.39990234375,3238.60009765625,3314.39990234375,3512160,3470.762487792969,3677.193984375,0.005167863584055299,-1,-1.0,SELL,0.005167863584055299,-0.005167863584055299,109595.35815673618,78984.54198604703
2025-04-16,3122.106689453125,3273.800048828125,3278.10009765625,3229.0,3248.199951171875,2384391,3458.8999877929687,3660.6689892578124,0.007881318281226513,-1,-1.0,SELL,0.007881318281226513,-0.007881318281226513,108731.60225695792,79607.04430073596
2025-04-17,3146.043701171875,3298.89990234375,3303.60009765625,3218.0,3245.5,2932346,3448.9599853515624,3644.3989892578124,0.007666886535910855,-1,-1.0,SELL,0.007666886535910855,-0.007666886535910855,107897.96939958604,80217.38247684893
2025-04-21,3167.69189453125,3321.60009765625,3354.0,3284.10009765625,3290.10009765625,2432946,3440.154992675781,3629.3679931640627,0.006881140981686684,-1,-1.0,SELL,0.006881140981686684,-0.006881140981686684,107155.50826050977,80769.36959485401
2025-04-22,3160.825439453125,3314.39990234375,3333.89990234375,3295.0,3322.60009765625,2710498,3431.019982910156,3614.2829931640626,-0.0021676887948012258,-1,-1.0,SELL,-0.0021676887948012258,0.0021676887948012258,107387.7880550673,80594.28673742009
2025-04-23,3254.856689453125,3413.0,3420.89990234375,3337.300048828125,3365.0,3543923,3423.512487792969,3600.4019970703125,0.02974900451406781,-1,-1.0,SELL,0.02974900451406781,-0.02974900451406781,104193.10826346136,82991.88653737967
2025-04-24,3243.985107421875,3401.60009765625,3412.5,3387.699951171875,3401.10009765625,2252175,3414.6874877929686,3586.6119970703126,-0.0033401413254467993,-1,-1.0,SELL,-0.0033401413254467993,0.0033401413254467993,104541.1279701989,82714.68190747937
2025-04-25,3288.235107421875,3448.0,3477.800048828125,3405.0,3420.0,2742991,3405.639990234375,3573.9169970703124,0.013640610598441683,-1,-1.0,SELL,0.013640610598441683,-0.013640610598441683,103115.12315203555,83842.96067415326
2025-04-28,3283.943603515625,3443.5,3457.800048828125,3405.0,3435.0,1593296,3394.927490234375,3562.1989990234374,-0.0013051044083526309,-1,-1.0,SELL,-0.0013051044083526309,0.0013051044083526309,103249.69915382909,83733.5368565681
2025-04-29,3311.60009765625,3472.5,3495.0,3430.39990234375,3455.0,1578332,3386.762487792969,3550.91,0.00842166400464639,-1,-1.0,SELL,0.00842166400464639,-0.00842166400464639,102380.16487897473,84438.71256989478
2025-04-30,3293.671142578125,3453.699951171875,3509.89990234375,3366.0,3472.0,2809332,3376.887487792969,3540.712998046875,-0.005413980944024455,-1,-1.0,SELL,-0.005413980944024455,0.005413980944024455,102934.44914067557,83981.5629891034
2025-05-02,3272.02294921875,3431.0,3491.5,3420.0,3472.0,1721761,3368.129992675781,3530.33,-0.006572647158932465,-1,-1.0,SELL,-0.006572647158932465,0.006572647158932465,103611.00095537632,83429.58180772036
2025-05-05,3294.2431640625,3454.300048828125,3504.5,3446.39990234375,3450.0,1284443,3363.3049926757812,3521.2130029296877,0.0067910372568129596,-1,-1.0,SELL,0.0067910372568129596,-0.0067910372568129596,102907.37478767267,83996.15520609693
2025-05-06,3299.67919921875,3460.0,3473.0,3437.0,3460.0,1324763,3359.1074951171877,3511.7160009765626,0.0016501030863860233,-1,-1.0,SELL,0.0016501030863860233,-0.0016501030863860233,102737.56701092365,84134.75752104707
2025-05-07,3285.469482421875,3445.10009765625,3459.5,3420.60009765625,3420.60009765625,1477128,3361.2050048828123,3502.5280029296873,-0.004306330157153204,-1,-1.0,SELL,-0.004306330157153204,0.004306330157153204,103179.98889401535,83772.4454774694
2025-05-08,3289.09326171875,3448.89990234375,3477.0,3428.699951171875,3448.0,2543591,3368.6800048828127,3494.042001953125,0.0011029591535192118,-1,-1.0,SELL,0.0011029591535192118,-0.0011029591535192118,103066.18558080467,83864.84306302147
2025-05-09,3280.89208984375,3440.300048828125,3446.199951171875,3398.10009765625,3399.0,2531757,3376.9925048828127,3487.1660009765624,-0.002493506265514034,-1,-1.0,SELL,-0.002493506265514034,0.002493506265514034,103323.18176031303,83655.72555138747
2025-05-12,3452.64697265625,3620.39990234375,3630.5,3502.199951171875,3505.0,2228678,3393.3650024414064,3483.9860009765625,0.05235004242637875,-1,-1.0,SELL,0.05235004242637875,-0.05235004242637875,97914.2088115322,88035.1063332121
2025-05-13,3352.130615234375,3515.0,3623.0,3510.5,3620.39990234375,3062887,3406.7849975585937,3478.5660009765625,-0.029112779026294056,-1,-1.0,SELL,-0.029112779026294056,0.029112779026294056,100764.76353619677,85472.159735977
2025-05-14,3384.269287109375,3548.699951171875,3561.0,3508.60009765625,3521.0,2119499,3422.6449951171876,3476.027998046875,0.00958746832770263,-1,-1.0,SELL,0.00958746832770263,-0.00958746832770263,99798.68455724503,86291.62136034602
2025-05-15,3414.0234375,3579.89990234375,3600.0,3514.10009765625,3564.0,3548330,3439.2299926757814,3475.0349951171875,0.008791938343948091,-1,-1.0,SELL,0.008791938343948091,-0.008791938343948091,98921.26067581061,87050.29197494549
2025-05-16,3396.285400390625,3561.300048828125,3593.89990234375,3546.10009765625,3593.89990234375,1666727,3453.6049926757814,3474.0099951171874,-0.0051956350800332896,-1,-1.0,SELL,-0.0051956350800332896,0.0051956350800332896,99435.21944793897,86598.01042423333
2025-05-19,3355.754638671875,3518.800048828125,3550.0,3503.699951171875,3550.0,2537377,3464.6,3474.72099609375,-0.011933844219047196,-1,-1.0,SELL,-0.011933844219047196,0.011933844219047196,100621.86386671744,85564.5632581511
2025-05-20,3336.20458984375,3498.300048828125,3558.0,3494.0,3531.800048828125,2038374,3473.4349975585938,3474.82599609375,-0.005825849640654357,-1,-1.0,SELL,-0.005825849640654357,0.005825849640654357,101208.07171616732,85066.07697804086
2025-05-21,3362.43017578125,3525.800048828125,3537.0,3498.300048828125,3508.0,1440153,3484.0050048828125,3474.70099609375,0.007860960928497862,1,-1.0,BUY,0.007860960928497862,-0.007860960928497862,100412.47901875792,85734.77808550584
2025-05-22,3315.891357421875,3477.0,3497.800048828125,3451.300048828125,3495.0,2034383,3487.2050048828123,3473.2999951171873,-0.013840844106955186,1,1.0,BUY,-0.013840844106955186,-0.013840844106955186,99022.68555026638,84548.13638747996
2025-05-23,3351.749267578125,3514.60009765625,3535.0,3465.60009765625,3477.0,1274331,3492.8550048828124,3471.5599951171876,0.01081394813236991,1,1.0,BUY,0.01081394813236991,0.01081394813236991,100093.51173573494,85462.4355490627
2025-05-26,3373.397216796875,3537.300048828125,3545.0,3510.10009765625,3521.0,967470,3497.3200073242188,3470.0819970703124,0.0064587579073398516,1,1.0,BUY,0.0064587579073398516,0.0064587579073398516,100739.99149613154,86014.41673044574
2025-05-27,3336.5859375,3498.699951171875,3540.0,3483.10009765625,3532.0,2467680,3500.0800048828123,3468.262998046875,-0.010912305182885995,1,1.0,BUY,-0.010912305182885995,-0.010912305182885995,99640.6859648044,85075.80116495516
